id_str	text	time	sentiment
1329874525736013832	RT @serkanocakkk: İzmir'deki yıkımlar son derece tehlikeli bir şekilde yapılıyor,  tedbirler alınmıyor. Yıkımlarda görevli bir yetkili şöyle diyor: "Bizi Allah koruyor" Bugün @dw_turkce deki haberimi aşağıdan izleyebilirsiniz.  Bu yıkım görüntüsü ise ilk kez yayımlanıyor. #izmirdepremi https://t.co/11EsxXPnw3 https://t.co/uusP83g6qz	20/11/2020 19:49:29	0
1329874267920601089	RT @_aliyalcin_: Memur-Sen Genel Sekreterimiz Semih Durmuş başkanlığındaki Memur-Sen Heyeti, İzmir #Deprem Bölgesinde.  Ülkemizin ve milletimizin zor zamanlarında inisiyatif alan,gücü nisbetinde sorumluluğunu yerine getiren bir emek örgütü olarak İzmir’deyiz.  #izmirdepremi #İzmirYanındayız https://t.co/i0yDZ6EkA7	20/11/2020 19:48:27	0
1329873953637208064	İzmir'deki yıkımlar son derece tehlikeli bir şekilde yapılıyor,  tedbirler alınmıyor. Yıkımlarda görevli bir yetkili şöyle diyor: "Bizi Allah koruyor" Bugün @dw_turkce deki haberimi aşağıdan izleyebilirsiniz.  Bu yıkım görüntüsü ise ilk kez yayımlanıyor. #izmirdepremi https://t.co/11EsxXPnw3 https://t.co/uusP83g6qz	20/11/2020 19:47:13	0
1329873692596314112	RT @SVi35: Ah İzmirim Ah.. Her gün evler anılar yıkılıyor... Evsiz kalanlara Allah tez zamanda sıcak bir yuva nasip etsin. #izmirdepremi #bayraklı #izmir #cuma @izmirdecevirme https://t.co/yOEU37YtIf	20/11/2020 19:46:10	0
1329872818792783872	RT @yalcinpenbe: Can bu alınıp satılmaz. İğne batsa acırda.. Ya bütün dünyan başına yıkıldığında..  #izmir #izmirdepremi  #izmirdualarımseninle  #izmirgecmisolsun #Yanındayızİzmir #artcı https://t.co/oKpnWiO5jE	20/11/2020 19:42:42	0
1329870354358132738	RT @NilayYcel5: hep çocuk kalacaklar.. 🖤🖤 #Dunyacocukhaklarigunu #izmir #izmirdepremi https://t.co/q0RM1OTkKR	20/11/2020 19:32:54	4
1329870276394409984	RT @SVi35: Ah İzmirim Ah.. Her gün evler anılar yıkılıyor... Evsiz kalanlara Allah tez zamanda sıcak bir yuva nasip etsin. #izmirdepremi #bayraklı #izmir #cuma @izmirdecevirme https://t.co/yOEU37YtIf	20/11/2020 19:32:36	0
1329868062078742528	İzmir !!!!  Ah Reis’im nasıl bu kadar iyi olabiliyorsun?? #reis #izmirdepremi https://t.co/cDK6E5UvIs	20/11/2020 19:23:48	4
1329867998178529283	👏🏼👏🏼👏🏼👏🏼 #izmirdepremi https://t.co/OdmKht5pOE	20/11/2020 19:23:33	0
1329864740810665986	Her gün evler anılar yıkılıyor. Evsiz kalanlara Allah kısa zamanda sıcak bir yuva nasip etsin. #izmirdepremi #bayraklı #izmir https://t.co/uROINjCXWY	20/11/2020 19:10:36	0
1329861181327224836	RT @yalcinpenbe: Can bu alınıp satılmaz. İğne batsa acırda.. Ya bütün dünyan başına yıkıldığında..  #izmir #izmirdepremi  #izmirdualarımseninle  #izmirgecmisolsun #Yanındayızİzmir #artcı https://t.co/oKpnWiO5jE	20/11/2020 18:56:27	0
1329860489803943939	Ah İzmirim Ah.. Her gün evler anılar yıkılıyor... Evsiz kalanlara Allah tez zamanda sıcak bir yuva nasip etsin. #izmirdepremi #bayraklı #izmir #cuma @izmirdecevirme https://t.co/yOEU37YtIf	20/11/2020 18:53:43	0
1329853158709923846	RT @bolgegundem: İzmir'deki depremzedelere 1 yıllık kira desteği  #izmirdepremi #haluklevent #ahbapderneği https://t.co/BZXUwNteKJ @bolgegundem aracılığıyla	20/11/2020 18:24:35	0
1329852716961685504	İzmir !!!! Aklın başına gelsin İZMİRRR.... #izmirdepremi https://t.co/3snOmDhHyk	20/11/2020 18:22:49	0
1329845723454693382	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 17:55:02	0
1329840914450276355	RT @havarhayook: 58 saat sonra gelen mucize. Emrah Apartmanı'nda enkaz altında kalan iki kız kardeşten biri olan 14 yaşındaki İdil Şirin, sağ olarak çıkarıld.  #deprem #izmirdepremi https://t.co/HPDUNatRPJ	20/11/2020 17:35:55	0
1329838011727679491	#satınalmasahiplen #kedisahiplendirme #izmirdepremi #kedisahiplendirmeizmir @ İzmir, Turkey https://t.co/FnH2f3N6B3	20/11/2020 17:24:23	0
1329837887936983042	RT @cihankeceli: İzmir Depremi ve depremzedeler unutulmasın,unutturulmasın... 20.gün Allah yardımcıları olsun. #izmirdepremi @tuncsoyer @ekrem_imamoglu @ZeydanKaralar01 @mansuryavas06 @Y_Buyukersen @AKUT_Dernegi @OZLEM_CERCIOGLU @ItfaiyeTurkiye @TC_icisleri	20/11/2020 17:23:54	0
1329837692868235266	Bayraklı Adalet mahlesinde 46bin m² alandaki kontenyer evler  #izmirdepremi #DevletimizVarOlsun 🇹🇷vatandaş olarak vergim heĺâl olsun.kış gelmeden ha maşallah.👇👇 https://t.co/KiL4g9sk3Y	20/11/2020 17:23:07	0
1329837245227036672	İzmir Depremi ve depremzedeler unutulmasın,unutturulmasın... 20.gün Allah yardımcıları olsun. #izmirdepremi @tuncsoyer @ekrem_imamoglu @ZeydanKaralar01 @mansuryavas06 @Y_Buyukersen @AKUT_Dernegi @OZLEM_CERCIOGLU @ItfaiyeTurkiye @TC_icisleri	20/11/2020 17:21:21	0
1329833630034767880	RT @yalcinpenbe: Can bu alınıp satılmaz. İğne batsa acırda.. Ya bütün dünyan başına yıkıldığında..  #izmir #izmirdepremi  #izmirdualarımseninle  #izmirgecmisolsun #Yanındayızİzmir #artcı https://t.co/oKpnWiO5jE	20/11/2020 17:06:59	0
1329833415420510210	RT @kolektifizmir: Adaletsizliğinden ranta, talandan hırsızlığa, hukuksuzluktan ayrımcılığa ve daha niceleri ile her günü afet olan bu memlekette bizler, sermaye için halkı katledip doğal afet tanımına sığınanlardan hesabını soracağız!  #izmirdepremi 15 günlük raporumuz👇 https://t.co/UdIZxhwzf0 https://t.co/AWkw0wrxe6	20/11/2020 17:06:08	0
1329831888232583172	RT @durumsavar: Arkadaşlarım  hava çok soğuk. Depremden etkilenen herkes için ücretsiz kahve, çay ve kumru dağıtıyoruz. Yer bayraklı çamkıran parkı kahve diyarı karavanı, opet yanı. Duyurmak için destek olur musunuz?  #izmirdepremi	20/11/2020 17:00:03	0
1329831647202725900	#izmirdepremi  ni de bütün dertleri de @ahbapplatformu  çözüyor, gelecek seçimde aday olsunlar oyum onlara Varlığınız yüreğimizi ısıtıyor https://t.co/j7LU9hnhwc	20/11/2020 16:59:06	0
1329825459153100800	#izmirdepremi  @barisyarkadas https://t.co/jNXbQZhbws	20/11/2020 16:34:31	2
1329822403548114955	RT @ozro_der: #izmirdepremi sonrası Sayın @ziyaselcuk eğitim-öğretime 1 hafta ara verildiğini duyurdu.Özel eğitim ve rehabilitasyon merkezleri çalışmaya devam ediyor.Engelli çocuklar ve çalışanlar depremi yaşamadı mı? Aileleri yok mu? Evleri hasar görmedi mi?Bu karardan bir an önce dönülmeli!! https://t.co/zzA4wqu8LL	20/11/2020 16:22:22	0
1329820718838788101	Adım Keti Depremzedeyim. Evime döndüm. İzmir depreminden beri, çatılarda, bacalarda, bir yerlerde mahsur kaldım. Kemiklerim sayılıyor açlıktan. Annem beni besledi, atik evimdeyim, güvendeyim. #depremzedekedi #izmirdepremi https://t.co/lajGZje8fx	20/11/2020 16:15:40	0
1329819620753207296	RT @uyanuyar: Evlerimizin altına dinamit koyup aileyi parçalayan #dizi ve benzer #TV programları hakkında artık birşeyler yapın. Sessiz kalmayalım. @ailevecalisma  #umudumuzvar  #izmirdepremi  #aile #rütük https://t.co/IaHlp8TP8L	20/11/2020 16:11:19	0
1329814426837544966	RT @GozgozYaninda: Her Zaman Her Yerde Şanlı Göztepe'nin Şerefli taraftarları yanınızda.  #Göztepe  #izmirdepremi  #izmir https://t.co/He5BgH6Q3a	20/11/2020 15:50:40	0
1329808838501994496	RT @GozgozYaninda: Her Zaman Her Yerde Şanlı Göztepe'nin Şerefli taraftarları yanınızda.  #Göztepe  #izmirdepremi  #izmir https://t.co/He5BgH6Q3a	20/11/2020 15:28:28	2
1329808272480743426	RT @GozgozYaninda: Her Zaman Her Yerde Şanlı Göztepe'nin Şerefli taraftarları yanınızda.  #Göztepe  #izmirdepremi  #izmir https://t.co/He5BgH6Q3a	20/11/2020 15:26:13	2
1329806538857394180	RT @GozgozYaninda: Her Zaman Her Yerde Şanlı Göztepe'nin Şerefli taraftarları yanınızda.  #Göztepe  #izmirdepremi  #izmir https://t.co/He5BgH6Q3a	20/11/2020 15:19:20	2
1329806507899297793	RT @Kev1881: Nankörsün insanoğlu.. #izmirdepremi #hayvanhaklarıyasasıhemen https://t.co/cfXteEG9v5	20/11/2020 15:19:12	0
1329804939372195854	Her Zaman Her Yerde Şanlı Göztepe'nin Şerefli taraftarları yanınızda.  #Göztepe  #izmirdepremi  #izmir https://t.co/He5BgH6Q3a	20/11/2020 15:12:58	2
1329804835076665347	RT @refylmz: #izmirdepremi nin bugün 21. günü #depremvergilerinerede çıkardığımız dersler neler?	20/11/2020 15:12:33	0
1329801150963589129	RT @kolektifizmir: Adaletsizliğinden ranta, talandan hırsızlığa, hukuksuzluktan ayrımcılığa ve daha niceleri ile her günü afet olan bu memlekette bizler, sermaye için halkı katledip doğal afet tanımına sığınanlardan hesabını soracağız!  #izmirdepremi 15 günlük raporumuz👇 https://t.co/UdIZxhwzf0 https://t.co/AWkw0wrxe6	20/11/2020 14:57:55	0
1329800910067863553	RT @silveraxeart: İzmir'e Destek Yayınları yapıyoruz.  Program aşağıdaki gibidir. Sizleri yarın ve Pazar @Lorekeeper_tr Twitch sayfasına bekliyoruz efenim.  Yarın saat 14.00'de, Karakter Tasarımı eğitimi yapacağım. Pazar akşam da Warcraft FRP oyununda yer alacağım!  #izmirdepremi #destek #yayın https://t.co/JPgmI0XTMg	20/11/2020 14:56:58	0
1329800030987952131	RT @kolektifizmir: Adaletsizliğinden ranta, talandan hırsızlığa, hukuksuzluktan ayrımcılığa ve daha niceleri ile her günü afet olan bu memlekette bizler, sermaye için halkı katledip doğal afet tanımına sığınanlardan hesabını soracağız!  #izmirdepremi 15 günlük raporumuz👇 https://t.co/UdIZxhwzf0 https://t.co/AWkw0wrxe6	20/11/2020 14:53:28	0
1329799677278085121	Nasılda unuttuk #izmirdepremi ni😩	20/11/2020 14:52:04	0
1329799541424590850	RT @yalcinpenbe: Can bu alınıp satılmaz. İğne batsa acırda.. Ya bütün dünyan başına yıkıldığında..  #izmir #izmirdepremi  #izmirdualarımseninle  #izmirgecmisolsun #Yanındayızİzmir #artcı https://t.co/oKpnWiO5jE	20/11/2020 14:51:31	0
1329798341971079168	Konteyner kent çalışmalarında sona gelindi @yskosger @AFADBaskanlik #izmirdepremi #izmir #bayraklı https://t.co/4WB1zey8B5	20/11/2020 14:46:45	0
1329797833491427328	RT @kolektifizmir: Adaletsizliğinden ranta, talandan hırsızlığa, hukuksuzluktan ayrımcılığa ve daha niceleri ile her günü afet olan bu memlekette bizler, sermaye için halkı katledip doğal afet tanımına sığınanlardan hesabını soracağız!  #izmirdepremi 15 günlük raporumuz👇 https://t.co/UdIZxhwzf0 https://t.co/AWkw0wrxe6	20/11/2020 14:44:44	0
1329795526292885507	Ne kadar cabuk unutuyoruz dimi yasananlari. O kadar cok ev sahipsiz kalmis, anilar beton alti da kalmis ki. #izmirdepremi https://t.co/DARJ07Nfgo	20/11/2020 14:35:34	0
1329792526887251968	#izmirdepremi #vergiler https://t.co/3VJJIGwbbN	20/11/2020 14:23:39	0
1329791035040526340	RT @silveraxeart: İzmir'e Destek Yayınları yapıyoruz.  Program aşağıdaki gibidir. Sizleri yarın ve Pazar @Lorekeeper_tr Twitch sayfasına bekliyoruz efenim.  Yarın saat 14.00'de, Karakter Tasarımı eğitimi yapacağım. Pazar akşam da Warcraft FRP oyununda yer alacağım!  #izmirdepremi #destek #yayın https://t.co/JPgmI0XTMg	20/11/2020 14:17:43	2
1329790630286020611	RT @silveraxeart: İzmir'e Destek Yayınları yapıyoruz.  Program aşağıdaki gibidir. Sizleri yarın ve Pazar @Lorekeeper_tr Twitch sayfasına bekliyoruz efenim.  Yarın saat 14.00'de, Karakter Tasarımı eğitimi yapacağım. Pazar akşam da Warcraft FRP oyununda yer alacağım!  #izmirdepremi #destek #yayın https://t.co/JPgmI0XTMg	20/11/2020 14:16:07	2
1329790010216882176	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 14:13:39	0
1329788132779302914	RT @dalinumut: #kayıpkedi #izmirdepremi #kedisahiplendirme #yilmazerbek @ahbap_izmir @sibel_cakr https://t.co/9YZ25FqTpA	20/11/2020 14:06:11	0
1329788012935442432	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 14:05:43	0
1329787829602439170	#izmirdepremi #izmir @izmirbld @tuncsoyer  Evleri yıkılan depremzedeler: Devlet sorumluluk alsın, haklarımızı versin https://t.co/IPQauThJmM	20/11/2020 14:04:59	0
1329786229324439556	https://t.co/8ySa69Sg9v Konteyner kent çalışmalarında sona gelindi #izmirdepremi #konteynerkent	20/11/2020 13:58:37	0
1329785524681383936	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 13:55:49	0
1329784870378332162	Iki Köy Arasında Kaldık  Dışarı çıksan ( Tahtalı köy ) Evde kalsan ( Bakır köy ) #coronavirus  #Corona  #Covid_19  #izmirdepremi #izmir  #deprem	20/11/2020 13:53:13	0
1329784075557740545	RT @kolektifizmir: Adaletsizliğinden ranta, talandan hırsızlığa, hukuksuzluktan ayrımcılığa ve daha niceleri ile her günü afet olan bu memlekette bizler, sermaye için halkı katledip doğal afet tanımına sığınanlardan hesabını soracağız!  #izmirdepremi 15 günlük raporumuz👇 https://t.co/UdIZxhwzf0 https://t.co/AWkw0wrxe6	20/11/2020 13:50:04	0
1329782945377366016	RT @basakogretmen: Dersim sırasında bizi yakalayan deprem😢😢Çocuklarım ağlayıp korkmasın diye “Tamam işte bitiyor, şimdi bitecek, ben yanınızdayım” diye titreyen ben... Allahım kimseye yaşatmasın..... Ölenlere Allah rahmet eylesin 🤲 #izmir #izmirdepremi	20/11/2020 13:45:35	0
1329781350237433867	RT @silveraxeart: İzmir'e Destek Yayınları yapıyoruz.  Program aşağıdaki gibidir. Sizleri yarın ve Pazar @Lorekeeper_tr Twitch sayfasına bekliyoruz efenim.  Yarın saat 14.00'de, Karakter Tasarımı eğitimi yapacağım. Pazar akşam da Warcraft FRP oyununda yer alacağım!  #izmirdepremi #destek #yayın https://t.co/JPgmI0XTMg	20/11/2020 13:39:14	0
1329779288737017856	Çevre ve Şehircilik Bakanı Murat Kurum, “Bütün Türkiye’de uygulanacak Bina Kimlik Sistemi 2021 yılında devreye girecek.” dedi.  #mithatgüney #binakimliksistemi #kentseldönüşüm #konut #izmir #deprem #depremizmir #izmirdepremi  https://t.co/Up5VbVviFu	20/11/2020 13:31:03	2
1329777341661384704	RT @OfficialAlican: İzmir Bayraklı çamkıran deprem bölgesinde bulundu. Onu arayan ailesi varsa ulaşabilir. Ailesi yoksa yeni yuvasını arıyoruz. Bolca paylaşalım. #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/YNzc1RcKr5	20/11/2020 13:23:18	0
1329776725262217216	İzmir Bayraklı çamkıran deprem bölgesinde bulundu. Onu arayan ailesi varsa ulaşabilir. Ailesi yoksa yeni yuvasını arıyoruz. Bolca paylaşalım. #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/YNzc1RcKr5	20/11/2020 13:20:52	0
1329776476149981184	RT @dalinumut: #kayıpkedi #izmirdepremi #kedisahiplendirme #yilmazerbek @ahbap_izmir @sibel_cakr https://t.co/9YZ25FqTpA	20/11/2020 13:19:52	0
1329775106688753664	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 13:14:26	0
1329774520765476865	İzmir'deki depremzedelere 1 yıllık kira desteği  #izmirdepremi #haluklevent #ahbapderneği https://t.co/BZXUwNteKJ @bolgegundem aracılığıyla	20/11/2020 13:12:06	0
1329774272710062085	Adaletsizliğinden ranta, talandan hırsızlığa, hukuksuzluktan ayrımcılığa ve daha niceleri ile her günü afet olan bu memlekette bizler, sermaye için halkı katledip doğal afet tanımına sığınanlardan hesabını soracağız!  #izmirdepremi 15 günlük raporumuz👇 https://t.co/UdIZxhwzf0 https://t.co/AWkw0wrxe6	20/11/2020 13:11:07	2
1329773906287276033	https://t.co/qUwI9Ay1UY Depremde oğlunu ve annesini yitiren genç kadın hukuki mücadele başlatacak #izmirdepremi	20/11/2020 13:09:39	0
1329773711831031810	RT @silveraxeart: İZMİR DEPREMİ BAĞIŞ YAYINI PROGRAMI ve detaylı bilgiler burada!  #izmirdepremi #yayın https://t.co/vuFAExiCQt	20/11/2020 13:08:53	0
1329773403377643522	RT @silveraxeart: İzmir'e Destek Yayınları yapıyoruz.  Program aşağıdaki gibidir. Sizleri yarın ve Pazar @Lorekeeper_tr Twitch sayfasına bekliyoruz efenim.  Yarın saat 14.00'de, Karakter Tasarımı eğitimi yapacağım. Pazar akşam da Warcraft FRP oyununda yer alacağım!  #izmirdepremi #destek #yayın https://t.co/JPgmI0XTMg	20/11/2020 13:07:40	2
1329773005728325638	İzmir'e Destek Yayınları yapıyoruz.  Program aşağıdaki gibidir. Sizleri yarın ve Pazar @Lorekeeper_tr Twitch sayfasına bekliyoruz efenim.  Yarın saat 14.00'de, Karakter Tasarımı eğitimi yapacağım. Pazar akşam da Warcraft FRP oyununda yer alacağım!  #izmirdepremi #destek #yayın https://t.co/JPgmI0XTMg	20/11/2020 13:06:05	4
1329772085942636546	İZMİR DEPREMİ BAĞIŞ YAYINI PROGRAMI ve detaylı bilgiler burada!  #izmirdepremi #yayın https://t.co/vuFAExiCQt	20/11/2020 13:02:25	0
1329771462488698882	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 12:59:57	0
1329770265182658561	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 12:55:11	0
1329769334982447104	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 12:51:30	0
1329769054832308226	RT @dalinumut: Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 12:50:23	0
1329769019327516672	Bu çocuğa yuva bulalım RT lütfen 🙏🏻 #kayıpkedi #izmirdepremkayıphayvanlar #izmirdepremi https://t.co/GSiCmEaFn5	20/11/2020 12:50:14	0
1329764460395974656	RT @dalinumut: #kayıpkedi #izmirdepremi #kedisahiplendirme #yilmazerbek @ahbap_izmir @sibel_cakr https://t.co/9YZ25FqTpA	20/11/2020 12:32:07	
1329764141150638080	RT @gazete_yenigun: https://t.co/eyVey8njO0 “Aynı çatı altınayız” projesiyle 1 yıllık kiralar karşılanacak @bayraklibld @HurriyetEmlak @ahbapplatformu @haluklevent @SerdarSandal #izmirdepremi	20/11/2020 12:30:51	4
1329763889349881856	RT @EgeyeBakis: Bayraklı’da AHBAP iş birliği! Depremzedelerin 1 yıllık kira bedeli karşılacak!   https://t.co/QL1I7EefLH  @SerdarSandal @bayraklibld @haluklevent @ahbap_izmir @ahbapplatformu @HurriyetEmlak #izmirdepremi #aynıçatıaltındayız	20/11/2020 12:29:51	4
1329762282344210434	RT @dalinumut: #kayıpkedi #izmirdepremi #kedisahiplendirme #yilmazerbek @ahbap_izmir @sibel_cakr https://t.co/9YZ25FqTpA	20/11/2020 12:23:28	4
1329761134258376712	RT @dalinumut: #kayıpkedi #izmirdepremi #kedisahiplendirme #yilmazerbek @ahbap_izmir @sibel_cakr https://t.co/9YZ25FqTpA	20/11/2020 12:18:54	4
1329759766969769984	RT @dalinumut: #kayıpkedi #izmirdepremi #kedisahiplendirme #yilmazerbek @ahbap_izmir @sibel_cakr https://t.co/9YZ25FqTpA	20/11/2020 12:13:28	4
1329759443458920450	RT @havarhayook: 58 saat sonra gelen mucize. Emrah Apartmanı'nda enkaz altında kalan iki kız kardeşten biri olan 14 yaşındaki İdil Şirin, sağ olarak çıkarıld.  #deprem #izmirdepremi https://t.co/HPDUNatRPJ	20/11/2020 12:12:11	4
1329759196754096128	RT @havarhayook: 58 saat sonra gelen mucize. Emrah Apartmanı'nda enkaz altında kalan iki kız kardeşten biri olan 14 yaşındaki İdil Şirin, sağ olarak çıkarıld.  #deprem #izmirdepremi https://t.co/HPDUNatRPJ	20/11/2020 12:11:12	4
